news_001906: 新聞魔法｜蘋果新聞網｜蘋果日報, eucDis = 2.6457513110645907
news_011846: 東方神起呷意野蠻女｜蘋果新聞網｜蘋果日報, eucDis = 23.354083237290858
news_040836: Dor Homm攜手M／M藝術家 為紐約蘇活區增色 - 生活 - 中時 , eucDis = 23.355600064570258
news_094452: 地方掃描－學甲公有市場 全新上陣 - 地方新聞 - 中國時報, eucDis = 23.359788939804705
news_003919: 地方掃描－鴛鴦盜偷貨車遭追緝 女棄男友逃逸 - 地方新聞 - 中國時報, eucDis = 23.361349553790713
news_086357: 嘉玲微博曬恩愛 雪地緊扣偉仔｜蘋果新聞網｜蘋果日報, eucDis = 23.36403032067887
news_085547: 環團質疑前瞻計畫未改善河汙 籲政府錢花刀口上 - 生活 - 中時 , eucDis = 23.364111495886263
news_045932: 健康充電站─婦女哺乳講座 - 生活 - 自由時報電子報, eucDis = 23.365407416870696
news_081649: 伊朗5.5 地震 至少1死30傷 - 焦點 - 中時 , eucDis = 23.365534058593553
news_078209: 《健康充電站》失智症醫學講座 - 生活 - 自由時報電子報, eucDis = 23.367473807188365
news_021543: 熱情挺小英 阿伯憋不住｜蘋果新聞網｜蘋果日報, eucDis = 23.370570019761665
news_029382: 快訊／高雄18日大停水 　逾26萬戶受影響│TVBS新聞網, eucDis = 23.37070220283527
news_084149: 台灣之美 徵求靚照｜蘋果新聞網｜蘋果日報, eucDis = 23.370830634017665
news_055748: 童書布告－學校沒教的用錢百科 - 焦點要聞 - 中國時報, eucDis = 23.372471111565584
news_073545: 【壹週刊】爆乳辣妹飯店陪玩 中國巨富台灣豪賭｜蘋果新聞網｜蘋果日報, eucDis = 23.374468424380275
news_056401: 〈南部〉新光碼頭往返旗津 八日復航 - 地方 - 自由時報電子報, eucDis = 23.37455356197488
news_069327: 麥德姆颱風來襲 台馬輪今停航 - 生活 - 中時 , eucDis = 23.375648319398632
news_089807: 文化看板－蔡珠兒《種地書》新書分享會 - 藝文副刊 - 中國時報, eucDis = 23.37807862463901
news_053621: 福建永定 9名非法採礦者遇難 - 兩岸 - 旺報 , eucDis = 23.37872144932988
news_040953: 撫摸 - 副刊 - 自由時報電子報, eucDis = 23.379500934859045
news_026239: 台電多事之秋 運煤船擱淺 - 財經要聞 - 工商時報, eucDis = 23.38076911971133
news_068055: 印度火星任務達陣 領先中、日 - 國際 - 工商 , eucDis = 23.380866105655823
news_099892: 台南市區降大雨 水庫集水區雨量零星 - 生活 - 中時 , eucDis = 23.386088744633504
news_043210: 廣州地鐵、英大學 簽合作備忘錄 - 國際 - 工商 , eucDis = 23.386834557931387
news_070685: 招牌撞落壓電線 民眾嚇壞 - 社會 - 中時 , eucDis = 23.389537846461177
news_034708: 新鮮屋：「超級777」刮刮樂 頭獎200萬元｜蘋果新聞網｜蘋果日報, eucDis = 23.38988680553514
news_072335: 美國職籃賽程 2月5日(台灣時間)｜蘋果新聞網｜蘋果日報, eucDis = 23.391372414297102
news_071258: 〈中部〉小檔案：日治警政發展代表性建築 - 地方 - 自由時報電子報, eucDis = 23.39297655626696
news_005129: 省電燈泡 2顆179元｜蘋果新聞網｜蘋果日報, eucDis = 23.394210501097298
news_080140: 《魔種》｜蘋果新聞網｜蘋果日報, eucDis = 23.39441499213124
news_089532: 兩岸放送頭－寧波樓房倒塌　一死數人受困 - 地方新聞 - 中國時報, eucDis = 23.396761274939298
news_099161: 地方掃描－酒駕暴衝撞出2死2傷 判刑2年 - 地方新聞 - 中國時報, eucDis = 23.39780603332749
news_080788: 台南安平圖書館19日借書送春聯 - 生活 - 旺報 , eucDis = 23.39959715080187
news_020088: 都會掃描－平均地權基金 合法挪用 - 地方新聞 - 中國時報, eucDis = 23.39968525485922
news_088444: 吉祥物阿龍代言　女友首度曝光│TVBS新聞網, eucDis = 23.399915472345743
news_034440: Kngsm錦標賽首輪申智愛62桿一馬當先 - 運動天地 - 中國時報, eucDis = 23.40097800031269
news_023994: 可愛童裝 出清3.8折起｜蘋果新聞網｜蘋果日報, eucDis = 23.403535826554496
news_089982: 小鴨爆掉…剩鴨皮 - 焦點 - 自由時報電子報, eucDis = 23.403792229739985
news_021091: 新台幣升1.03角 收30.765元 - 財經 - 中央社, eucDis = 23.405036715895513
news_051370: 法國精品童裝 首度搶拍2.8折起｜蘋果新聞網｜蘋果日報, eucDis = 23.406186619195175
news_058449: 第17洞踢鐵板 美夢成噩夢｜蘋果新聞網｜蘋果日報, eucDis = 23.407136589569458
news_053272: 歐秋雅封后158周紀錄 要後年才追得上｜蘋果新聞網｜蘋果日報, eucDis = 23.41065939597048
news_058104: 斐濟外海規模6.1地震 未傳損害 - 國際 - 中央社, eucDis = 23.41174183408448
news_032535: 王彩樺 抓蟹被嚇呆 呼叫鮮肉求慰藉｜蘋果新聞網｜蘋果日報, eucDis = 23.41304555943238
news_048096: 百萬名車撞欄全毀｜蘋果新聞網｜蘋果日報, eucDis = 23.414173243392327
news_032395: 曾銘宗：不簽FTA台股奄奄一息 - 財經 - 中央社, eucDis = 23.420123849466787
news_097082: 刑事局上海遣返二通緝犯 - 社會 - 中時 , eucDis = 23.42067046958061
news_008803: 消費快訊－台北小米之家開幕 提供60分鐘快修 - 時尚消費 - 中國時報, eucDis = 23.422050920960732
news_023924: 先豐第3季獲利季減90.69％ 每股純益0.02元 - 財經 - 工商 , eucDis = 23.422831179102765
news_089042: 盧曉晴日巡東建盃並列第4 本季最佳 - 體育 - 中時 , eucDis = 23.42433416224486
news_090936: 地方掃描－孝孫扛家計 盼外界伸援 - 焦點要聞 - 中國時報, eucDis = 23.425043597744917
news_033155: 趁奈許不在 老鷹啄太陽｜蘋果新聞網｜蘋果日報, eucDis = 23.425808889133556
news_058213: 立隆攜手崴立 - 產業特刊 - 工商時報, eucDis = 23.428310041752027
news_070448: 未帶課本動手捏男童？校方：管教不當非體罰 - 社會 - 中時 , eucDis = 23.428843103537353
news_095227: 〈童言童語〉那第三個呢 - 副刊 - 自由時報電子報, eucDis = 23.42890632461368
news_054316: 美國五歲男孩獲贈槍枝 開槍擊斃妹妹 - 國際 - 中廣, eucDis = 23.430101221437482
news_082980: 蘋果大歌廳x每日購聯名活動 開跑了｜蘋果新聞網｜蘋果日報, eucDis = 23.430373399328797
news_045678: 華航：24日午前取消8航班 1590旅客受影響 - 生活 - 中央社, eucDis = 23.43153746308138
news_062932: 地方掃描－原民運動會 台南隊誓師 - 運動天地 - 中國時報, eucDis = 23.43759056606822
news_041341: 大陸剪影 高速公路貨車狂燒｜蘋果新聞網｜蘋果日報, eucDis = 23.439134716034573
news_087081: 快訊／南鐵東移案　居民要求再環評敗訴定讞│TVBS新聞網, eucDis = 23.439850265090847
news_095016: 裙襬搖搖看板 漁人碼頭吸睛｜蘋果新聞網｜蘋果日報, eucDis = 23.440018277625004
news_069639: 反課綱抗議晚會 搖滾樂夾雜叫罵聲 - 生活 - 中時 , eucDis = 23.44044322571002
news_001236: 歐盟外長：加強遏止伊波拉危機 - 財經 - 工商 , eucDis = 23.441553018223694
news_030063: 紅燈不停遭撞骨折｜蘋果新聞網｜蘋果日報, eucDis = 23.44413886246612
news_063989: 女星小豫兒突PO文：我殺了他… - 娛樂 - 中時電子報, eucDis = 23.444492869853867
news_065604: 筍農操作不慎 犁具刺小腿 - 社會 - 中時 , eucDis = 23.4472034514872
news_040642: 搶情人節商機 名品下折扣 - 地方新聞 - 中國時報, eucDis = 23.447948948740425
news_085889: 驚奇豆薯 6顆人頭大｜蘋果新聞網｜蘋果日報, eucDis = 23.448122809724556
news_064319: ELLE Spor -林可彤s美力配方- 馬鞍臀、腰內肉退散！｜蘋果新聞網｜蘋果日報, eucDis = 23.448507976556847
news_056832: 專家調降巴西今年GDP預測 - 財經 - 工商 , eucDis = 23.450502123024165
news_057162: 黑人路嘉怡當超人招客｜蘋果新聞網｜蘋果日報, eucDis = 23.451668991717828
news_004022: 日皇夫婦明天訪問印度 - 國際 - 中廣, eucDis = 23.453615266075694
news_007369: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 23.458597355457385
news_059237: 全球銷量No.1  伏特加品牌-思美洛ICE, 300m新包裝全新上市!｜蘋果新聞網｜蘋果日報, eucDis = 23.46203216442483
news_016019: 試射靶場 讚不絕口｜蘋果新聞網｜蘋果日報, eucDis = 23.462284102140416
news_032530: 《大陸股市》滬指撐住2700點，黃金股放閃 - 財經 - 時報資訊, eucDis = 23.465738975537047
news_060111: 外國人買美國房產 12％來自中國 - 兩岸 - 工商 , eucDis = 23.46903549031544
news_090350: 半導體展 賴清德：將吸引更多國際級企業投資台灣 | 科技產業 | 產經 | 聯合新聞網, eucDis = 23.472905533432503
news_029860: 篠原涼子好孕到 爽掛億元珠寶｜蘋果新聞網｜蘋果日報, eucDis = 23.47382532310323
news_074747: 蕭亞軒忍笑牽愛犬走秀｜蘋果新聞網｜蘋果日報, eucDis = 23.474245202284017
news_095862: 星光大道球星閃耀｜蘋果新聞網｜蘋果日報, eucDis = 23.474486703374247
news_090839: 李多海吊半空 面無血色｜蘋果新聞網｜蘋果日報, eucDis = 23.475208492768118
news_011337: 國內油價 凍漲到春節後 - 生活 - 自由時報電子報, eucDis = 23.475493067975087
news_080825: 美國職籃賽程 2月1日(台灣時間)｜蘋果新聞網｜蘋果日報, eucDis = 23.476824823237457
news_019608: 睽違8年   蕭淑慎《神來了》復出   - 娛樂 - 中時 , eucDis = 23.485375544172538
news_027659: 地方掃描－精神障礙刺死老妻 老翁判無罪 - 地方新聞 - 中國時報, eucDis = 23.488051345587536
news_069851: 超強閃電劃亮黑夜　民眾冒險拍攝│TVBS新聞網, eucDis = 23.488230599916264
news_089303: 與國二少女廁所內發生關係 遭判刑4年 - 社會 - 中時 , eucDis = 23.49056076005848
news_050278: 都會掃描－追討工程款 包商判賠 - 地方新聞 - 中國時報, eucDis = 23.49602795976518
news_038867: 昨日《蘋果》被發現的錯與批評｜蘋果新聞網｜蘋果日報, eucDis = 23.501377443520536
news_045517: 美國職籃賽程12月21日(台灣時間)｜蘋果新聞網｜蘋果日報, eucDis = 23.502759060501788
news_099827: 地方掃描－攤販口角衝突 推一把竟害人送命 - 地方新聞 - 中國時報, eucDis = 23.50631571631467
news_089007: 評審意見－藉佛語表述戀情 - 藝文副刊 - 中國時報, eucDis = 23.507176462269662
news_018117: 地方掃描－通緝犯醉臥路邊 巡邏員警擒獲 - 地方新聞 - 中國時報, eucDis = 23.50939587772807
news_093912: 高市飆車族衝突案例 - 社會 - 自由時報電子報, eucDis = 23.512986792562685
news_096590: 汪東城終於吻到曾沛慈 體位怎麼練的｜蘋果新聞網｜蘋果日報, eucDis = 23.51985534045481
news_009547: 羅比威廉斯新作 成英金曲排行榜第一千張冠軍專輯 - 娛樂 - 中廣, eucDis = 23.521169680770157
news_071365: 自由行看台灣微網誌－天燈報平安 - 兩岸藝文 - 旺報, eucDis = 23.522081998196757
news_044884: 音響出槌照撐場 蝴蝶尷尬起舞 - 娛樂新聞 - 中國時報, eucDis = 23.522550107597638
news_029414: 同權團體：學運代表也挺同性婚姻 - 政治 - 中時 , eucDis = 23.524920001170262
news_008291: 大潭電廠冒煙 幸未成災 - 社會 - 中時 , eucDis = 23.53540784810883
news_001657: MLB》無敵米勒失手 皇家逆轉勝 - 體育 - 中時電子報, eucDis = 23.537974555712864
news_033128: 〈真愛部落格〉我們要結婚了！ - 副刊 - 自由時報電子報, eucDis = 23.541816713656825
news_073681: SJ利特 車窗被砸護照丟包｜蘋果新聞網｜蘋果日報, eucDis = 23.546252051693035
news_001404: 秀過頭？  黃國昌昨天告人  今就挨告 - 政治 - 中時 , eucDis = 23.551734088372825
news_037327: 快訊／南韓政府：若赴韓染MERS　將提供賠償金│TVBS新聞網, eucDis = 23.55355792269527
news_066097: 花東球員 親友團助陣｜蘋果新聞網｜蘋果日報, eucDis = 23.55540165262695
news_011708: 封雪隧6小時演習 柯P支持「從嚴設計」 - 生活 - 中時 , eucDis = 23.55730358013144
news_010341: 鄧麗君特展　3D科技穿越時空演唱│TVBS新聞網, eucDis = 23.559371788157463
news_005609: 台中市首屆和平區長 林建堂勝出 - 政治 - 中央社, eucDis = 23.56130101445132
news_019246: 慧智申請上櫃 均華申請登興櫃 - 證券．權證 - 工商時報, eucDis = 23.562651538358995
news_013208: 地方掃描－鐵路地下化後 議員促還地重建 - 地方新聞 - 中國時報, eucDis = 23.57268960885267
news_019305: 車牌動手腳反露餡 警查獲K他命 - 社會 - 中時 , eucDis = 23.5743226273786
news_085141: 〈愛情軍師團〉4月徵文啟事 - 副刊 - 自由時報電子報, eucDis = 23.576990633389936
news_085221: 社會傳真機－前立委江連福 前大里市長林仲毅 賄選判刑 - 社會新聞 - 中國時報, eucDis = 23.57836768691873
news_074399: 韓國擬對比特幣交易課資本利得稅 - 財經 - 工商 , eucDis = 23.580872613174435
news_012094: 華航罷工中場休息 現場留100人 - 生活 - 中時 , eucDis = 23.58087838295654
news_096089: 江蘇健身運動會首次納入電競 - 兩岸 - 工商 , eucDis = 23.58490152846753
news_074205: 11月台指期跌55點 | 權證期貨 | 股市 | 聯合新聞網, eucDis = 23.58650562776379
news_003936: 〈快訊〉公車行進冒濃煙　復北地下道阻塞│TVBS新聞網, eucDis = 23.587186460741318
news_079632: 法國4月CPI年升0.7％ - 財經 - 工商 , eucDis = 23.591714545334103
news_074833: 地方掃描－小客車墜崖意外 無生命危險 - 地方新聞 - 中國時報, eucDis = 23.595695730372498
news_068214: 地方掃描－爭取前瞻建設 藍議員批錢坑 - 地方新聞 - 中國時報, eucDis = 23.596122705857923
news_031557: 瓜地馬拉火峰火山再度爆發 村民恐被迫撤離 | 世界萬象 | 全球 | 聯合新聞網, eucDis = 23.597141648889938
news_082529: 大鍋貼日賣上萬個業者？│TVBS新聞網, eucDis = 23.597806993554535
news_084224: 〈生活OK繃〉 加壓煎雞排 - 副刊 - 自由時報電子報, eucDis = 23.601049572650044
news_063620: 台中地檢署通知陳致中辦理扁交保手續 - 政治 - 中時 , eucDis = 23.601186182321698
news_010321: Non, eucDis = 23.60669001055867
news_041133: 捷運飆舞｜蘋果新聞網｜蘋果日報, eucDis = 23.614296776781043
news_053488: 春聯慢點買 岡山警揮毫放送 - 生活 - 中時 , eucDis = 23.614989450493354
news_055687: Hyds員工自殺 勞團到何壽川家潑漆｜蘋果新聞網｜蘋果日報, eucDis = 23.6159304543825
news_020321: 加拿大幣 周一早盤兌美元走弱 - 國際 - 工商 , eucDis = 23.618564138722164
news_034045: 都會掃描－嘉縣畜牧業者 反瘦肉精 - 地方新聞 - 中國時報, eucDis = 23.620073271493276
news_064506: 黑莓 完成收購德國資安軟體業者Scusmar - 國際 - 工商 , eucDis = 23.62293803231027
news_020429: 板腱牛排 特價99元｜蘋果新聞網｜蘋果日報, eucDis = 23.624667424379908
news_076661: 伊錫爾6度再見安 大聯盟第1｜蘋果新聞網｜蘋果日報, eucDis = 23.624688314408672
news_012936: 村上春樹設計師的家 中村好文の美學居｜蘋果地產｜蘋果新聞網｜蘋果日報, eucDis = 23.62548326179332
news_075303: 霸氣烤全駝｜蘋果新聞網｜蘋果日報, eucDis = 23.62759177768038
news_089318: 【影視集】唯一繼承者EP13–祖雄六塊肌　宋芸樺眼冒愛心｜蘋果新聞網｜蘋果日報, eucDis = 23.629292649035612
news_015755: 林聰賢揪綠營候選人 宜蘭市區拜票 - 政治 - 中時 , eucDis = 23.62953404800898
news_016723: 越南囤貨 圖刺激咖啡豆價格回升 - 財經 - 工商 , eucDis = 23.63128113371998
news_066318: 安麗雅芝滑冰盛典登場 日、韓萌妹搶盡目光 - 體育 - 中時 , eucDis = 23.63135295478066
news_001489: 【TVBS體育報】97：90火箭捕黃蜂　熱身賽第四勝│TVBS新聞網, eucDis = 23.63262521913623
news_055471: 韓國加強管制虛擬貨幣交易　比特幣下跌11％ - 國際 - 工商 , eucDis = 23.63317539980543
news_084713: 〈快訊〉 總統不贊成　12年國教用「排富這詞」│TVBS新聞網, eucDis = 23.63388019230878
news_026814: 黃美珍瞞老公祼露 連3晚按摩慰安 - 娛樂 - 中時 , eucDis = 23.63405896318591
news_025905: 小布勞勃李奧納多３巨星合體「聚賭」 - 娛樂新聞 - 中國時報, eucDis = 23.634091618473292
news_098711: 宇環8月營收 創近3年同期新低 - 財經 - 工商 , eucDis = 23.63410485946769
news_084017: 范冰冰嬌喊軟Q 肚爛外號范爺｜蘋果新聞網｜蘋果日報, eucDis = 23.63885513310554
news_007566: 建榮11月營收創13年同期新高 月增2.58％ - 財經 - 工商 , eucDis = 23.63896983878099
news_066089: 韓佳人刑求戲好吸睛 心甘情願被毒打｜蘋果新聞網｜蘋果日報, eucDis = 23.639602847693688
news_075274: 大有國中學生日本行 城市探險體驗生活 - 生活 - 中時 , eucDis = 23.640705176022166
news_095873: 《大陸股市》妖股補跌，陸股重挫1％ - 財經 - 時報資訊, eucDis = 23.64333020925245
news_095919: 《國際產業》奇異家電事業，54億美元賣海爾 - 財經 - 時報資訊, eucDis = 23.644970316907223
news_081169: 【壹週刊】蛇吻BVLGARI ｜蘋果新聞網｜蘋果日報, eucDis = 23.646816482340043
news_015623: 德州監獄暴動 警犯對峙36小時 - 國際 - 中時電子報, eucDis = 23.647947901487267
news_086696: 工廠大火｜蘋果新聞網｜蘋果日報, eucDis = 23.650905914424573
news_064518: 王柏傑避毀前程 嫩男食色要用腦｜蘋果新聞網｜蘋果日報, eucDis = 23.651514808247875
news_033478: 桃園路跑會長蔡萬春 挑戰法國1190K超馬 - 生活 - 中時 , eucDis = 23.65293223183992
news_061606: 砂石車疑煞車失靈 釀8車連環撞 - 社會 - 中時 , eucDis = 23.65355880175905
news_052651: 《盤前掃瞄-國外消息》油價恐探40美元；美零售商擴大折扣 - 財經 - 時報資訊, eucDis = 23.65459958176714
news_060730: 莫拉克／〈快訊〉水淹中山高　新市收費站災情慘│TVBS新聞網, eucDis = 23.65488227464905
news_004526: 地方掃描－以保證金預防工業住宅 議員批違法 - 地方新聞 - 中國時報, eucDis = 23.65532821477595
news_086199: 〈南部〉大樓火警 1人嗆傷送醫 - 地方 - 自由時報電子報, eucDis = 23.655966751837727
news_029898: 美翻天！日本東京、仙台、青森櫻花絕景一次看 - 旅遊 - 中時電子報, eucDis = 23.657478439629898
news_096955: 11月營收月增5.9% 同協相對有撐 | 權證期貨 | 股市 | 聯合新聞網, eucDis = 23.657551001628367
news_062913: 馬總統參加警察節慶祝大會 - 政治 - 中時 , eucDis = 23.657995412480787
news_024730: 清境農場聯合舉辦植樹活動 - 生活 - 中時 , eucDis = 23.659598882231908
news_056394: 股利資訊站－達欣工獲利創高 股息2.5元 - 證券．權證 - 工商時報, eucDis = 23.66114838435423
news_004489: Ax明年初升格當爸 - 娛樂 - 中時 , eucDis = 23.662178971738967
news_028985: 林火燈接任證交所總經理 - 財經 - 中央社, eucDis = 23.66285327601937
news_007304: Mng h Hos Famy a h  Arpor｜蘋果新聞網｜蘋果日報, eucDis = 23.663863601339145
news_075747: 40受災鄉鎮辦理臨工專案 - 焦點 - 自由時報電子報, eucDis = 23.665128135217667
news_090106: 地方掃描－市長杯象棋賽 300老幼鬥智 - 地方新聞 - 中國時報, eucDis = 23.665747462095023
news_084986: 小學生上成功嶺跑步 4000師生快樂揮汗 - 生活 - 中時 , eucDis = 23.671829259255123
news_028303: 台股總市值達25.3兆元 創新高 - 財經 - 工商 , eucDis = 23.671884758722996
news_023367: 地方掃描－嘻遊記微電影 學生創意發想 - 地方新聞 - 中國時報, eucDis = 23.672495179928752
news_021083: 華航工會與董座再協商  會前氣氛詭譎 - 生活 - 中央社, eucDis = 23.673613375459293
news_015980: 勾結廠商A公款 檢調3度搜查基隆市議會｜蘋果新聞網｜蘋果日報, eucDis = 23.67413601940023
news_010263: 正峰新11月營收月增8.76％ 年增35.59％ - 財經 - 工商 , eucDis = 23.67423496109387
news_094742: 南鐵說明會 自救會阻擋召開 - 社會 - 中時 , eucDis = 23.676175329308684
news_017164: 快艇簽下豪斯 代價4年2300萬美元 - 體育 - 中時 , eucDis = 23.67789150788725
news_015222: 二軍代訓賽投打特殊表現｜蘋果新聞網｜蘋果日報, eucDis = 23.686793790281147
news_019445: 地方掃描－醉騎士遭撞腦殘 求償判賠172萬 - 地方新聞 - 中國時報, eucDis = 23.688000361310717
news_062678: 總統中壢禮佛 受民眾歡迎 - 政治 - 中央社, eucDis = 23.689067932728303
news_048014: 快訊／北市水價調漲！最快明年初實施　62%不調整│TVBS新聞網, eucDis = 23.69244562856608
news_057423: 放炮驅猴 薪24K｜蘋果新聞網｜蘋果日報, eucDis = 23.692915715520254
news_096952: SNOOPY足球公仔 獨家亮相｜蘋果新聞網｜蘋果日報, eucDis = 23.69405423824948
news_041309: SBL 賴柏霖技巧挑戰賽奪冠 - 體育 - 中央社, eucDis = 23.69509038669509
news_041517: 地方掃描－反南鐵抗議布條 3度遭人破壞 - 地方新聞 - 中國時報, eucDis = 23.695423955649325
news_011425: 天氣搗蛋 陳偉殷未能對決達比修有 - 體育 - 中時 , eucDis = 23.70131135214187
news_007328: 地方掃描－田智宣巡視 中原路地下道排水 - 地方新聞 - 中國時報, eucDis = 23.70169926475449
news_007037: 小船超載翻覆　40人失蹤凶多吉少│TVBS新聞網, eucDis = 23.701993903626313
news_095786: 社會大小聲－土地買賣逃漏稅 永達保險老董緩起訴 - 社會新聞 - 中國時報, eucDis = 23.703377139381196
news_059349: 總統訪聖多美 如常晨起慢跑 - 政治 - 中央社, eucDis = 23.703826506235988
news_045244: 信義 Q2每股賺0.37元 | 店頭未上市 | 股市 | 聯合新聞網, eucDis = 23.706371163002828
news_074428: 午後大雨 新北民宅淹水 - 社會 - 中時 , eucDis = 23.70765568771964
news_054979: 球速快有尾勁 直球壓制力十足｜蘋果新聞網｜蘋果日報, eucDis = 23.70862826004575
news_086459: 黃俊英驟逝 關中：意外、遺憾 - 政治 - 中時 , eucDis = 23.709151942886876
news_006289: 古董迷你車｜蘋果新聞網｜蘋果日報, eucDis = 23.7130828350852
news_053194: 活麻雀作餌  上海捕貓出賤招｜蘋果新聞網｜蘋果日報, eucDis = 23.714939051705787
news_051746: 兩岸放送頭－胡錦濤稱陸經濟放緩壓力明顯 - 焦點要聞 - 中國時報, eucDis = 23.718770716961757
news_062727: 今日特惠 台式麵包 6個特價59元｜蘋果新聞網｜蘋果日報, eucDis = 23.721368609575904
news_083659: 寶特瓶衣 吸濕快乾｜蘋果新聞網｜蘋果日報, eucDis = 23.721473963561134
news_075778: 浙江婚禮會堂倒塌 釀8死百傷 - 兩岸 - 中時 , eucDis = 23.722044242473615
news_045550: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 23.72435849222348
news_096287: 槍擊要犯遣返｜蘋果新聞網｜蘋果日報, eucDis = 23.725803743244644
news_002239: 空服員工會今晚罷工 是否影響航班待觀察 - 生活 - 中時 , eucDis = 23.726597294251274
news_095884: 搶拍九蛙疊 遊客陷泥沼｜蘋果新聞網｜蘋果日報, eucDis = 23.72670190513741
news_096496: 商業情報站－豐原太平洋百貨　辦公益路跑 - 產業．科技 - 工商時報, eucDis = 23.726773895302205
news_088890: 遺產稅近1兆韓元 LG集團繼承人具光謨開始分期繳付 | 全球財經 | 全球 | 聯合新聞網, eucDis = 23.72844392285331
news_012919: 《冰雪》雪寶卡哇伊 眾星搶合照 - 娛樂新聞 - 中國時報, eucDis = 23.732976921522216
news_034903: 罕病童 煞到吸塵器｜蘋果新聞網｜蘋果日報, eucDis = 23.734715865344718
news_025442: 《蘋果》民調｜蘋果新聞網｜蘋果日報, eucDis = 23.738982092283194
news_014359: 兩岸放送頭－俞正聲會見台灣代表團 - 兩岸要聞 - 中國時報, eucDis = 23.740687587369496
news_030168: 品牌腕錶 搶買3.7折起｜蘋果新聞網｜蘋果日報, eucDis = 23.74159399277794
news_065220: 玉山下雪二點五公分 合歡山濃霧籠罩 - 生活 - 中廣, eucDis = 23.74375511320715
news_022333: 販運毒品 可處死刑｜蘋果新聞網｜蘋果日報, eucDis = 23.743810830947137
news_090048: 日本強震 華航高雄熊本航班正常營運 - 財經 - 中央社, eucDis = 23.744453976245712
news_009739: 大陸前國家副主席榮毅仁夫人病逝香港 - 兩岸 - 中時 , eucDis = 23.74445590233802
news_040882: 志超10月營收月減2.38％ 年增3.5％ - 財經 - 工商 , eucDis = 23.74788365577013
news_099341: 兩岸急凍 廣州首見飄雪 華南降雪範圍抵達最南 - 焦點新聞 - 旺報, eucDis = 23.748271117090518
news_010886: 【天氣小幫手】國曆八月十二日 - 生活 - 中時電子報, eucDis = 23.751959318844392
news_056772: 〈快訊〉取締酒駕　侯友宜率警方擴大臨檢│TVBS新聞網, eucDis = 23.752595883308807
news_024661: 首爾小馬賽 韓華僑帶超大型國旗加油 - 體育 - 中廣, eucDis = 23.75451254171732
news_021788: 島谷瞳 替馬說話｜蘋果新聞網｜蘋果日報, eucDis = 23.755691517083644
news_042692: 香爐赫見骷髏頭｜蘋果新聞網｜蘋果日報, eucDis = 23.757432668206416
news_035793: 新竹老爺搶餐飲市場 逢周一滿1500抵500 - 生活 - 工商 , eucDis = 23.76230933130859
news_039278: 去年獲利、股利公告－三洋電EPS回升至1.22元 5年新高 - 證券．權證 - 工商時報, eucDis = 23.763500472244928
news_062622: 質疑市府圖利財團 南鐵自救會狀告賴清德 - 政治 - 中時 , eucDis = 23.76422740246155
news_075390: 摔成「一字馬」｜蘋果新聞網｜蘋果日報, eucDis = 23.76793407759216
news_007180: 五星飯店 殺很大搶商機 - 地方新聞 - 中國時報, eucDis = 23.769556717692044
news_075921: 火燒豆腐攤｜蘋果新聞網｜蘋果日報, eucDis = 23.771124896395367
news_064439: 每日動一句 古巴總統卡斯楚｜蘋果新聞網｜蘋果日報, eucDis = 23.77357101661567
news_048378: 學生、運動、軍警風都有 女團制服大誘惑 - 娛樂 - 專題報導, eucDis = 23.776037955330743
news_049261: 曾沛慈孩子氣 愛卡通吊飾｜蘋果新聞網｜蘋果日報, eucDis = 23.77981661263716
news_080600: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 23.780536023534264
news_087171: 躲警卡鐵窗｜蘋果新聞網｜蘋果日報, eucDis = 23.780865731878073
news_028902: 《港股》投資人撿便宜，恆指收漲0.12％ - 財經 - 時報資訊, eucDis = 23.785864249788702
news_037426: Non, eucDis = 23.786123711029184
news_097900: 全球汽車銷量 創歷史新高｜蘋果新聞網｜蘋果日報, eucDis = 23.78702985033009
news_060398: 《大陸經濟》陸3月外貿表現，高虎城樂觀以對 - 財經 - 時報資訊, eucDis = 23.78741365162262
news_022641: 明天的《蘋果》娛樂、今天搶先看｜蘋果新聞網｜蘋果日報, eucDis = 23.791350507014492
news_054793: 阿姆 家務事鬧上警局｜蘋果新聞網｜蘋果日報, eucDis = 23.797565712235063
news_025334: 地方掃描－離岸風力發電場 優先雇用漁民子弟 - 地方新聞 - 中國時報, eucDis = 23.797894344503426
news_009348: 葉全真慘當撲街新娘｜蘋果新聞網｜蘋果日報, eucDis = 23.798495587977097
news_004136: 李昌勳愛嫩味 娶小16歲美眉｜蘋果新聞網｜蘋果日報, eucDis = 23.799535876691973
news_037944: 汽油可望降4角 柴油降5角 - 生活 - 自由時報電子報, eucDis = 23.799818207578635
news_048336: 紐約「耶誕奇觀」歌舞秀 - 國際 - 自由時報電子報, eucDis = 23.800045599891316
news_094001: 港股收紅 週線漲2.3％ - 兩岸 - 中央社, eucDis = 23.80005588043072
news_037235: 《背馬鞍的男孩》 樂捐25%票房｜蘋果新聞網｜蘋果日報, eucDis = 23.80024035710209
news_064259: 《蘋果數》中國銀髮族 破2億｜蘋果新聞網｜蘋果日報, eucDis = 23.801590154975063
news_077000: 德國大聯合政府上路 梅克爾三連任 - 國際 - 自由時報電子報, eucDis = 23.80917610104901
